#CHR	gene_start	gene_stop	GENE_ID	GENE_NAME	z_score	strand	gene_id	pLI	exac_pLI
chr1	109656080	109665496	ENSG00000168765	GSTM4	0.3956775684898747	+	ENSG00000168765	1.3834e-08	0.00091734
chr1	109668021	109709551	ENSG00000213366	GSTM2	2.94343980089534	+	ENSG00000213366	3.3913e-07	0.008902
chr1	109712254	109775428	ENSG00000134201	GSTM5	4.152082783047547	+	ENSG00000134201	1.1942e-07	0.00021417
chr1	109910241	109930992	ENSG00000184371	CSF1	0.3099844666071085	+	ENSG00000184371	0.99634	0.93972
chr1	109984685	110023741	ENSG00000168710	AHCYL1	-0.5709917079731229	+	ENSG00000168710	0.99429	0.9998
chr1	110211342	110283100	ENSG00000116396	KCNC4	0.0293488493024629	+	ENSG00000116396	0.0044543	0.00053423
chr1	110338505	110346681	ENSG00000162775	RBM15	-0.6035767968827582	+	ENSG00000162775	0.99474	0.99985
chr1	110347115	110443817	ENSG00000224699	LAMTOR5-AS1	-0.3477510685935408	+			
chr1	110370153	110373003	ENSG00000273373	RP5-1074L1.4	-0.5483128126139607	+			
chr1	111200770	111243440	ENSG00000064886	CHI3L2	3.1329496449340133	+	ENSG00000064886	1.9866e-14	6.5422e-07
chr1	111542217	111716691	ENSG00000116473	RAP1A	-0.0217498554134635	+	ENSG00000116473	0.62227	0.93419
chr1	111989769	111998842	ENSG00000231437	LINC01750	-0.4677604938719531	+			
chr1	112466540	112530165	ENSG00000134245	WNT2B	-0.1273378122994153	+	ENSG00000134245	0.038333	0.28554
chr1	112673140	112700746	ENSG00000155363	MOV10	-0.2921047638233625	+	ENSG00000155363	0.80908	0.99809
chr1	113390748	113685923	ENSG00000081026	MAGI3	-0.4773670589675447	+	ENSG00000081026	0.02978	0.57058
chr1	113856634	113901235	ENSG00000226167	AP4B1-AS1	-0.2438502418097857	+			
chr1	115283033	115368072	ENSG00000228035	RP4-663N10.1	0.068973203153909	+			
chr1	115641952	115698224	ENSG00000173218	VANGL1	-0.1032711477126794	+	ENSG00000173218	0.020285	0.53362
chr1	115976497	116070054	ENSG00000163393	SLC22A15	-0.3408562791624765	+	ENSG00000163393	2.516e-09	8.6599e-06
chr1	116111754	116135240	ENSG00000173212	MAB21L3	-0.4027902344551123	+	ENSG00000173212	9.6909e-07	0.00049022
chr1	116754384	116769228	ENSG00000116824	CD2	-0.7012655456268078	+	ENSG00000116824	0.47108	0.76832
chr1	116910056	116990358	ENSG00000134247	PTGFRN	1.2621021950375315	+	ENSG00000134247	0.00047574	0.63886
chr1	117060302	117107453	ENSG00000116830	TTF2	-0.3445545305738454	+	ENSG00000116830	1.0025999999999999e-22	7.3515e-16
chr1	117605933	117628372	ENSG00000183508	FAM46C	-0.151961699812937	+	ENSG00000183508	0.94762	0.52354
chr1	119140458	119275973	ENSG00000231365	RP11-418J17.1	-0.2470408718559152	+			
chr1	119601339	119609250	ENSG00000198857	HSD3BP5	-0.6986668017822346	+			
chr1	119659797	119744215	ENSG00000092621	PHGDH	0.8028765153343652	+	ENSG00000092621	0.00013308	0.000437
chr1	145719470	145738867	ENSG00000117281	CD160	-0.6802723060372197	+	ENSG00000117281	6.8425e-05	1.9056e-05
chr1	146938743	146996202	ENSG00000268043	NBPF12	1.023776521996277	+			
chr1	147172770	147211568	ENSG00000237188	RP11-337C18.8	0.5441119546927543	+			
chr1	147178112	147179622	ENSG00000180867	PDIA3P1	-0.6185470852457975	+			
chr1	147242640	147295766	ENSG00000131778	CHD1L	0.8808066822054135	+	ENSG00000131778	1.0034e-36	1.0504e-20
chr1	147541411	147626216	ENSG00000116128	BCL9	-0.5584199796299544	+	ENSG00000116128	0.49607	0.83185
chr1	148402515	148432545	ENSG00000231551	RP11-495P10.1	0.2412670282822993	+			
chr1	148808180	149048286	ENSG00000178104	PDE4DIP	1.066263086795737	+	ENSG00000178104	2.6099e-37	
chr1	149176021	149251013	ENSG00000274265	CH17-189H20.1	2.105014869100345	+			
chr1	149606333	149679523	ENSG00000277147	LINC00869	-0.0671051221391699	+			
chr1	149607764	149612402	ENSG00000275557	RP11-353N4.6	-0.5020844045072652	+			
chr1	150067292	150145327	ENSG00000136631	VPS45	-0.5615014843518819	+	ENSG00000136631	5.094e-06	0.00030557
chr1	150149182	150164720	ENSG00000023902	PLEKHO1	-0.2735682245821793	+	ENSG00000023902	0.48341	0.94923
chr1	150268566	150280916	ENSG00000118292	C1orf54	-0.4902829042817529	+	ENSG00000118292	0.0002318	0.17865
chr1	150282542	150287093	ENSG00000159208	CIART	-0.578635631372188	+	ENSG00000159208	0.79141	0.80453
chr1	150293719	150308979	ENSG00000266472	MRPS21	0.0790141559331058	+			
chr1	150321475	150353195	ENSG00000117360	PRPF3	-0.4802803710066964	+	ENSG00000117360	1.0	1.0
chr1	150363090	150476566	ENSG00000163125	RPRD2	-0.4146911639276679	+	ENSG00000163125	1.0	0.99998
chr1	150487363	150507609	ENSG00000143374	TARS2	-0.4001470445943569	+	ENSG00000143374	1.2185e-12	1.8746e-08
chr1	150508061	150513789	ENSG00000143369	ECM1	2.76109055323372	+	ENSG00000143369	4.6627e-14	7.3285e-08
chr1	150549368	150560894	ENSG00000143382	ADAMTSL4	0.9933778392104023	+	ENSG00000143382	2.6008e-28	7.0873e-16
chr1	150926262	150964744	ENSG00000143379	SETDB1	-0.5245177296400808	+	ENSG00000143379	1.0	1.0
chr1	150982016	150995634	ENSG00000143412	ANXA9	-0.1611555005111215	+	ENSG00000143412	2.9752e-17	3.3609e-14
chr1	151008419	151035713	ENSG00000143363	PRUNE1	-0.5056276119347847	+	ENSG00000143363	0.0091474	0.010762
chr1	151036569	151047600	ENSG00000163141	BNIPL	-0.0674509600648762	+	ENSG00000163141	3.0268e-10	1.028e-09
chr1	151057757	151068497	ENSG00000213190	MLLT11	-0.4516083329037589	+	ENSG00000213190	0.52915	0.47331
chr1	151510509	151538692	ENSG00000143375	CGN	-0.5219363214734566	+	ENSG00000143375	1.8942000000000001e-31	1.8231999999999999e-22
chr1	151540304	151583583	ENSG00000143367	TUFT1	-0.5249393488713004	+	ENSG00000143367	0.00010612	0.01808
chr1	151612399	151699091	ENSG00000143376	SNX27	-0.3659888987015171	+	ENSG00000143376	0.99977	0.99988
chr1	151762898	151771334	ENSG00000143450	OAZ3	0.105842963907734	+	ENSG00000143450	2.2775e-05	9.1726e-05
chr1	152514501	152516010	ENSG00000169509	CRCT1	3.719647245382189	+	ENSG00000169509	0.0019397	0.003673
chr1	153357853	153361027	ENSG00000163220	S100A9	-0.7198137894409017	+	ENSG00000163220	0.4777	0.66744
chr1	153728066	153774353	ENSG00000143624	INTS3	-0.4472220847494096	+	ENSG00000143624	0.99972	1.0
chr1	153774808	153780157	ENSG00000143554	SLC27A3	-0.5313202727587132	+	ENSG00000143554	5.2696e-22	7.8015e-11
chr1	153967712	153974268	ENSG00000143578	CREB3L4	-0.6873226672026451	+	ENSG00000143578	5.1401e-06	8.062e-05
chr1	154220178	154271510	ENSG00000143569	UBAP2L	-0.2770475678133573	+	ENSG00000143569	1.0	1.0
chr1	154325552	154351307	ENSG00000143515	ATP8B2	-0.3360343230881257	+	ENSG00000143515	0.0056318	0.99956
chr1	154405192	154469450	ENSG00000160712	IL6R	0.3209693686989253	+	ENSG00000160712	3.1681e-05	0.047869
chr1	154502218	154548147	ENSG00000163239	TDRD10	0.7135169500706067	+	ENSG00000163239	1.1461e-05	2.4542e-06
chr1	155002629	155018519	ENSG00000160685	ZBTB7B	-0.2516722686872678	+	ENSG00000160685	0.34362	0.83739
chr1	155033823	155050930	ENSG00000163357	DCST1	-0.6889250220129692	+	ENSG00000163357	1.2681e-19	3.887e-15
chr1	155050565	155062775	ENSG00000143537	ADAM15	0.6144272693360077	+	ENSG00000143537	2.4409e-16	1.0772e-11
chr1	155078871	155087538	ENSG00000143590	EFNA3	-0.7060125079178328	+	ENSG00000143590	0.12599	0.18056
chr1	155127459	155134857	ENSG00000169242	EFNA1	0.8400258249330587	+	ENSG00000169242	0.46263	0.87206
chr1	156082572	156140089	ENSG00000160789	LMNA	0.1475095390756917	+	ENSG00000160789	0.9994	0.99345
chr1	156147365	156177752	ENSG00000196189	SEMA4A	0.431123952242342	+	ENSG00000196189	1.8394e-05	0.61537
chr1	156193931	156212796	ENSG00000160785	SLC25A44	-0.3435367076224889	+	ENSG00000160785	0.00092458	0.24781
chr1	156212992	156240042	ENSG00000160783	PMF1	-0.5313970529488586	+	ENSG00000160783	1.073e-08	1.7137e-05
chr1	156728799	156736960	ENSG00000143303	RRNAD1	-0.5599966509513757	+	ENSG00000143303	1.403e-11	2.1154e-08
chr1	156750609	156800817	ENSG00000143294	PRCC	-0.5397057303015468	+	ENSG00000143294	0.96281	0.92129
chr1	156815639	156881850	ENSG00000198400	NTRK1	-0.6102836084006632	+	ENSG00000198400	1.9568e-06	0.0004249
chr1	156893697	156916434	ENSG00000187800	PEAR1	-0.0465219840745636	+	ENSG00000187800	3.4806e-20	1.189e-14
chr1	156920649	156933094	ENSG00000160838	LRRC71	0.5094462662166315	+	ENSG00000160838	1.9091e-06	0.0090492
chr1	157993272	158100262	ENSG00000183853	KIRREL	-0.4584825784637086	+	ENSG00000183853	0.99855	0.95946
chr1	159171608	159203306	ENSG00000162706	CADM3	1.2913222471197343	+	ENSG00000162706	0.93386	0.97563
chr1	159203313	159206500	ENSG00000213088	ACKR1	0.5108483787257087	+	ENSG00000213088	0.00021424	0.00027361
chr1	159780931	159782543	ENSG00000158716	DUSP23	0.0717375582701062	+	ENSG00000158716	0.000666	0.041147
chr1	159961217	159984750	ENSG00000224259	LINC01133	-0.662005461199526	+			
chr1	160537072	160571458	ENSG00000234425	RP11-528G1.2	0.1166343330384876	+			
chr1	161159449	161165723	ENSG00000143258	USP21	-0.4625924050547044	+	ENSG00000143258	0.0026379	0.074652
chr1	161166409	161178013	ENSG00000143224	PPOX	-0.5018090790208857	+	ENSG00000143224	0.02829	0.32833
chr1	161197103	161214395	ENSG00000158864	NDUFS2	0.0630784781502346	+	ENSG00000158864	0.0014212	0.99774
chr1	161215233	161220699	ENSG00000158869	FCER1G	-0.1384506788086663	+	ENSG00000158869	0.66327	0.63585
chr1	161314256	161375340	ENSG00000143252	SDHC	-0.0117760420731639	+	ENSG00000143252	0.00020065	0.09542
chr1	161505429	161524013	ENSG00000143226	FCGR2A	0.4642970722001256	+	ENSG00000143226	2.0054e-06	0.00015086
chr1	161524539	161526910	ENSG00000173110	HSPA6	0.2820375473288821	+	ENSG00000173110	6.8282e-06	0.4613
chr1	162069773	162370475	ENSG00000198929	NOS1AP	0.1364204971389998	+	ENSG00000198929	0.61424	0.11991
chr1	162378840	162386818	ENSG00000239887	C1orf226	1.9691527004844984	+	ENSG00000239887	0.939	0.72336
chr1	162561505	162599842	ENSG00000117143	UAP1	-0.326609125411046	+	ENSG00000117143	0.023389	0.90808
chr1	163266575	163355764	ENSG00000143228	NUF2	-0.4245364783095095	+	ENSG00000143228	3.8169e-05	6.5591e-05
chr1	164555583	164899296	ENSG00000185630	PBX1	-0.3562186325722441	+	ENSG00000185630	0.99527	0.91058
chr1	165630860	165661796	ENSG00000143198	MGST3	0.0683600311295221	+	ENSG00000143198	0.00020347	0.007153
chr1	165827755	165908109	ENSG00000143179	UCK2	-0.1323149053810516	+	ENSG00000143179	0.72131	0.96208
chr1	166839446	166856344	ENSG00000143157	POGK	-0.4529263348512179	+	ENSG00000143157	0.89187	0.91728
chr1	166868747	166869209	ENSG00000225171	DUTP6	-0.7616032580526649	+			
chr1	167220828	167427345	ENSG00000143190	POU2F1	-0.4465721896361781	+	ENSG00000143190	0.90229	0.91395
chr1	167721191	167791919	ENSG00000197965	MPZL1	1.779062479927752	+	ENSG00000197965	0.15905	0.32782
chr1	167936040	168075843	ENSG00000143164	DCAF6	-0.3222221834535753	+	ENSG00000143164	0.086476	0.99691
chr1	168178932	168202114	ENSG00000143155	TIPRL	-0.4880428047019103	+	ENSG00000143155	0.95372	0.86725
chr1	168225937	168253025	ENSG00000213064	SFT2D2	0.1127645513532432	+	ENSG00000213064	0.011062	0.0039497
chr1	168281039	168314426	ENSG00000143178	TBX19	-0.3521819095471359	+	ENSG00000143178	7.1102e-06	2.7991e-05
chr1	169105696	169132530	ENSG00000143153	ATP1B1	0.6494344605119438	+	ENSG00000143153	0.99881	0.99556
chr1	169367969	169396540	ENSG00000117475	BLZF1	-0.4935510850114064	+	ENSG00000117475	5.0879e-07	7.0485e-06
chr1	169662006	169854080	ENSG00000000460	C1orf112	1.860491914390988	+	ENSG00000000460	3.3523e-10	5.9815e-08
chr1	170532128	170553446	ENSG00000120370	GORAB	-0.5170744484510379	+	ENSG00000120370	6.6537e-06	6.8263e-06
chr1	170662727	170739419	ENSG00000116132	PRRX1	0.2891937660218123	+	ENSG00000116132	0.24291	0.7529
chr1	171090876	171117819	ENSG00000007933	FMO3	1.514954330053783	+	ENSG00000007933	6.5145e-16	2.8279e-09
chr1	171185207	171211230	ENSG00000094963	FMO2	4.908653255700208	+	ENSG00000094963	3.143e-07	0.0012902
chr1	171485550	171593511	ENSG00000117523	PRRC2C	-0.0963881019448426	+	ENSG00000117523	1.0	1.0
chr1	171781663	171814023	ENSG00000010165	METTL13	-0.2752122705093158	+	ENSG00000010165	1.6253e-09	0.001332
chr1	171841497	172418466	ENSG00000197959	DNM3	0.4138187158013867	+	ENSG00000197959	0.0024197	0.028277
chr1	174159409	174995308	ENSG00000152061	RABGAP1L	-0.0813213001240675	+	ENSG00000152061	0.00010938	0.089173
chr1	174999162	175011672	ENSG00000116161	CACYBP	-0.4988261327292271	+	ENSG00000116161	0.91984	0.94339
chr1	176463170	176845605	ENSG00000116183	PAPPA2	-0.2970143870659757	+	ENSG00000116183	7.7879e-08	0.0012501
chr1	178542751	178548889	ENSG00000213057	C1orf220	-0.3158850617672646	+	ENSG00000213057	0.23559	
chr1	178776681	178921841	ENSG00000116191	RALGPS2	0.0441523037102602	+	ENSG00000116191	0.26225	0.92219
chr1	179293713	179358680	ENSG00000057252	SOAT1	0.5380741041509519	+	ENSG00000057252	7.3621e-10	1.665e-05
chr1	179365719	179554735	ENSG00000162779	AXDND1	0.9631260099645564	+	ENSG00000162779	4.3136999999999997e-26	1.8035e-15
chr1	179882595	179925000	ENSG00000143337	TOR1AIP1	-0.2311569684015169	+	ENSG00000143337	1.2719e-09	0.064615
chr1	179954737	180114880	ENSG00000135837	CEP350	-0.5249393488713004	+	ENSG00000135837	1.0	1.0
chr1	180154833	180204030	ENSG00000116260	QSOX1	3.0212085015776267	+	ENSG00000116260	2.5936e-05	6.7846e-05
chr1	180230285	180278982	ENSG00000121454	LHX4	-0.2340729995267945	+	ENSG00000121454	0.017521	0.40109
chr1	180913153	180951614	ENSG00000135835	KIAA1614	-0.2181379182177753	+	ENSG00000135835	1.1531e-15	2.1934e-13
chr1	181033424	181061938	ENSG00000153029	MR1	-0.1063382698980218	+	ENSG00000153029	4.9023e-18	5.6126e-09
chr1	183023459	183145592	ENSG00000135862	LAMC1	3.7214699436012815	+	ENSG00000135862	1.0	1.0
chr1	183186237	183244900	ENSG00000058085	LAMC2	1.822285436726801	+	ENSG00000058085	2.8791e-12	7.933e-05
chr1	184051676	184074212	ENSG00000198860	TSEN15	-0.5182126056822971	+	ENSG00000198860	0.27906	0.50475
chr1	184387057	184629020	ENSG00000116667	C1orf21	0.3190898659153401	+	ENSG00000116667	0.89204	0.81912
chr1	185157079	185291765	ENSG00000116668	SWT1	-0.4313524651892458	+	ENSG00000116668	0.99759	0.11742
chr1	185734550	186190949	ENSG00000143341	HMCN1	-0.4470881386029583	+	ENSG00000143341	3.6259e-38	2.1921e-18
chr1	186296278	186314562	ENSG00000116690	PRG4	1.3794647600749217	+	ENSG00000116690	1.7017e-08	0.46928
chr1	186375837	186421378	ENSG00000157181	C1orf27	-0.4141811240931298	+	ENSG00000157181	2.7079e-07	1.3812e-06
chr1	186435160	186470291	ENSG00000229739	RP11-295K2.3	-0.5798046594299049	+			
chr1	192575726	192580031	ENSG00000090104	RGS1	0.4446453025056603	+	ENSG00000090104	0.78178	0.63571
chr1	192809038	192812283	ENSG00000116741	RGS2	2.208998984521064	+	ENSG00000116741	5.6973e-06	0.0029451
chr1	193059521	193091777	ENSG00000116747	TROVE2	-0.3970261698190071	+	ENSG00000116747	0.58278	0.019045
chr1	196651877	196747504	ENSG00000000971	CFH	2.3409408986693903	+	ENSG00000000971	0.86061	0.99963
chr1	197902646	197907367	ENSG00000203724	C1orf53	-0.7679590442999645	+	ENSG00000203724	5.6149e-05	0.1047
chr1	198156962	198322420	ENSG00000151414	NEK7	-0.0640707401790226	+	ENSG00000151414	0.88018	0.70766
chr1	198638670	198757283	ENSG00000081237	PTPRC	-0.6968632935503541	+	ENSG00000081237	1.0	0.99994
chr1	200027601	200177424	ENSG00000116833	NR5A2	-0.3414870846727035	+	ENSG00000116833	0.23807	0.95909
chr1	200739557	200860704	ENSG00000118200	CAMSAP2	-0.4925513261094324	+	ENSG00000118200	0.99999	0.99997
chr1	201190824	201228952	ENSG00000163395	IGFN1	3.3820061101381027	+	ENSG00000163395	3.2796e-51	2.5031e-18
chr1	201283451	201332993	ENSG00000081277	PKP1	2.860421367774096	+	ENSG00000081277	0.00058339	0.0048024
chr1	201622884	201826969	ENSG00000134369	NAV1	-0.0333793578399104	+	ENSG00000134369	1.0	1.0
chr1	201834953	201884294	ENSG00000198700	IPO9	-0.5050416837174413	+	ENSG00000198700	0.9999	0.99999
chr1	201888679	201892306	ENSG00000198892	SHISA4	1.5125637929177391	+	ENSG00000198892	0.0009272	0.0010715
chr1	201893841	201899236	ENSG00000223774	RP11-307B6.3	1.1130940000693794	+			
chr1	201955490	201970661	ENSG00000134375	TIMM17A	-0.1029370973641998	+	ENSG00000134375	0.21724	0.24378
chr1	201982371	202006147	ENSG00000176393	RNPEP	1.079829915855567	+	ENSG00000176393	2.6051e-17	4.8067e-11
chr1	202007944	202017188	ENSG00000163435	ELF3	-0.2288959227289941	+	ENSG00000163435	0.98323	0.98667
chr1	202193900	202319781	ENSG00000133067	LGR6	2.4165419781246382	+	ENSG00000133067	2.9439e-06	4.0885e-05
chr1	202810953	202812156	ENSG00000228288	PCAT6	-0.5456443173302903	+			
chr1	203090653	203167405	ENSG00000163485	ADORA1	-0.6486436024756576	+	ENSG00000163485	0.015215	0.021258
chr1	203305490	203309602	ENSG00000159388	BTG2	0.8693650310271195	+	ENSG00000159388	0.019033	0.048978
chr1	203475827	203491352	ENSG00000188783	PRELP	2.92688967008086	+	ENSG00000188783	4.7067e-05	0.0037365
chr1	203795653	203850514	ENSG00000058673	ZC3H11A	-0.3961913742510193	+	ENSG00000058673	0.99996	0.99715
chr1	203861602	203870550	ENSG00000182004	SNRPE	-0.3981900674859129	+	ENSG00000182004	0.90614	0.89146
chr1	204073114	204127743	ENSG00000143842	SOX13	-0.4267497470701346	+	ENSG00000143842	0.94185	0.9641
chr1	204377849	204435846	ENSG00000226330	RP11-739N20.2	0.1052964242825074	+			
chr1	204516378	204558120	ENSG00000198625	MDM4	-0.3947720663300273	+	ENSG00000198625	0.99992	0.99857
chr1	204828650	205022822	ENSG00000163531	NFASC	0.8638879993863722	+	ENSG00000163531	0.99999	0.99876
chr1	205042936	205078284	ENSG00000184144	CNTN2	0.2180567274948514	+	ENSG00000184144	0.0021095	0.12962
chr1	205228175	205273343	ENSG00000133069	TMCC2	0.115408005313782	+	ENSG00000133069	0.29466	0.28884
chr1	205351246	205351471	ENSG00000235363	SNRPGP10	0.6574860875268449	+			
chr1	205504594	205532793	ENSG00000117266	CDK18	0.500740772238037	+	ENSG00000117266	6.9526e-11	7.159e-08
chr1	205568884	205602918	ENSG00000174514	MFSD4A	0.3548750342573164	+	ENSG00000174514	0.0023547	0.0099887
chr1	206203558	206464443	ENSG00000266028	SRGAP2	-0.1322475073975327	+			
chr1	206507529	206589448	ENSG00000266094	RASSF5	0.0474849324124047	+			
chr1	206684943	206734283	ENSG00000162889	MAPKAPK2	-0.4730952952316938	+	ENSG00000162889	0.99957	0.99619
chr1	207034365	207081024	ENSG00000123836	PFKFB2	1.5640367097092498	+	ENSG00000123836	2.3914e-07	0.0010886
chr1	207496146	207640647	ENSG00000203710	CR1	0.0951237627628081	+	ENSG00000203710	1.6488000000000002e-35	9.3403e-08
chr1	207752056	207795513	ENSG00000117335	CD46	2.750019738180572	+	ENSG00000117335	4.7013e-07	0.0001916
chr1	209428819	209432838	ENSG00000230937	MIR205HG	0.9478187877018288	+			
chr1	209756031	209778173	ENSG00000009790	TRAF3IP3	-0.1358363443804441	+	ENSG00000009790	2.1912e-12	1.3765e-06
chr1	209828006	209857565	ENSG00000117597	DIEXF	-0.3942884719142979	+	ENSG00000117597	1.2381e-06	0.049235
chr1	210232972	210246631	ENSG00000082497	SERTAD4	-0.6597912981888965	+	ENSG00000082497	0.033943	0.64128
chr1	210328251	210676296	ENSG00000054392	HHAT	-0.4784614777759033	+	ENSG00000054392	3.246e-08	0.00034168
chr1	212285536	212361863	ENSG00000066027	PPP2R5A	0.6884313953621637	+	ENSG00000066027	0.81558	0.89952
chr1	212432886	212446379	ENSG00000117691	NENF	-0.0733537157134997	+	ENSG00000117691	0.021641	0.002991
chr1	212565333	212620777	ENSG00000162772	ATF3	0.2836346802532491	+	ENSG00000162772	0.089296	0.27611
chr1	214281101	214337131	ENSG00000143499	SMYD2	-0.1381495041592286	+	ENSG00000143499	2.4631e-06	0.0053689
chr1	215567391	215621807	ENSG00000136636	KCTD3	-0.5065030897606986	+	ENSG00000136636	0.1013	0.98687
chr1	220786758	220819657	ENSG00000186205	MARC1	0.6963107115121278	+	ENSG00000186205	4.5163e-08	8.1988e-05
chr1	220879399	220885059	ENSG00000136630	HLX	0.3664298422768959	+	ENSG00000136630	0.88317	0.56122
chr1	222618085	222668012	ENSG00000154305	MIA3	-0.0369416613752548	+	ENSG00000154305	0.03675	0.47139
chr1	222872270	223005995	ENSG00000154309	DISP1	-0.3954504980356366	+	ENSG00000154309	8.8581e-08	4.2334e-06
chr1	223701592	223776018	ENSG00000162909	CAPN2	1.7810265695224214	+	ENSG00000162909	3.519e-22	1.6162e-11
chr1	223992742	224009703	ENSG00000185495	RP11-504P24.3	-0.1700466515810241	+			
chr1	223994261	223995196	ENSG00000278467	RP11-504P24.9	-0.7054624448367213	+			
chr1	224114086	224162047	ENSG00000143756	FBXO28	-0.465479406393995	+	ENSG00000143756	0.98681	0.93014
chr1	224175755	224193441	ENSG00000143753	DEGS1	0.2711094944521191	+	ENSG00000143753	0.13877	0.85965
chr1	224896261	225399292	ENSG00000185842	DNAH14	-0.5737656205627986	+	ENSG00000185842	2.6938e-16	8.77e-06
chr1	225810091	225845535	ENSG00000143819	EPHX1	1.0844637474130043	+	ENSG00000143819	3.2154e-09	1.6189e-07
chr1	226061876	226072001	ENSG00000163041	H3F3A	-0.5364656746189064	+	ENSG00000163041	0.1231	0.69233
chr1	226870183	226896105	ENSG00000143801	PSEN2	0.2956096943416193	+	ENSG00000143801	0.00053736	0.027014
chr1	226897535	226987545	ENSG00000163050	COQ8A	1.7216251018828026	+	ENSG00000163050	9.2856e-11	1.235e-05
chr1	227563542	227677443	ENSG00000181450	ZNF678	-0.4872168282427717	+	ENSG00000181450	0.015898	4.6655e-07
chr1	227728538	227781231	ENSG00000143740	SNAP47	-0.4702969791810322	+	ENSG00000143740	2.0687e-05	0.00030482
chr1	228149851	228159826	ENSG00000198835	GJC2	-0.6304861995187998	+	ENSG00000198835	0.010438	0.48328
chr1	228208129	228378874	ENSG00000154358	OBSCN	3.317577448717316	+	ENSG00000154358	1.8605e-164	5.3574e-91
chr1	228487120	228495766	ENSG00000168159	RNF187	0.2986615601934838	+	ENSG00000168159	0.096678	
chr1	229626233	229660199	ENSG00000135763	URB2	-0.5256714069200276	+	ENSG00000135763	1.2188e-17	3.3365e-11
chr1	230057989	230282124	ENSG00000143641	GALNT2	2.2731536168492554	+	ENSG00000143641	0.0084175	0.88199
chr1	230642491	230693982	ENSG00000135775	COG2	-0.4259161493697581	+	ENSG00000135775	9.3658e-06	0.00016756
chr1	230747383	230802003	ENSG00000135773	CAPN9	1.1442201563516157	+	ENSG00000135773	1.3256e-22	1.7333e-11
chr1	230978980	231000595	ENSG00000173409	ARV1	-0.542814829029767	+	ENSG00000173409	3.5867e-06	1.5495e-06
chr1	231626814	232041272	ENSG00000162946	DISC1	0.3934122405338811	+	ENSG00000162946	1.6756e-06	0.01971
