CHR	GENE_ID	GENE_NAME	gene_start	gene_stop	total_sample_count_male	z_score_male	total_sample_count_female	z_score_female
8	ENSG00000104332.11	SFRP1	41261957	41309497	315	3.8589218121372033	172	3.7664375541154143
8	ENSG00000104341.16	LAPTM4B	97775056	97853013	479	2.814296759958149	235	2.4123504778677782
8	ENSG00000104415.13	WISP1	133191038	133230344	404	1.4368741049849405	226	1.3773424173405144
8	ENSG00000104419.14	NDRG1	133237170	133302022	502	2.5416366136042288	256	2.297738904614437
8	ENSG00000104518.10	GSDMD	143553206	143563062	410	1.7395249594879731	214	1.4108391552020556
8	ENSG00000104635.13	SLC39A14	22367248	22434129	386	1.1133526613139095	192	1.2601775911923625
8	ENSG00000104714.13	ERICH1	614745	738106	511	3.3776574485006257	258	2.7581903888911183
8	ENSG00000104760.16	FGL1	17864379	17910365	178	2.1432996273324822	74	1.9813951045650444
8	ENSG00000104763.18	ASAH1	18055991	18084998	424	4.414421620276336	222	4.057908253607214
19	ENSG00000104805.15	NUCB1	48900049	48923372	425	1.9708511906890351	215	1.584029133186875
19	ENSG00000104870.12	FCGRT	49512278	49526333	343	0.7746106126979101	159	0.8317568274403503
19	ENSG00000104879.4	CKM	45306413	45322977	339	3.3916440286869536	169	3.38106677408848
19	ENSG00000104883.7	PEX11G	7476874	7497449	301	1.2531272729864669	153	1.24269154734276
19	ENSG00000104964.14	AES	3053335	3063107	501	1.8950251201282016	244	1.4817189311128596
19	ENSG00000104972.15	LILRB1	54617157	54637528	368	0.9954406356677522	186	0.7976869177608218
19	ENSG00000105088.8	OLFM2	9853717	9936552	403	1.7677074244335031	201	1.62365040852537
19	ENSG00000105193.8	RPS16	39433206	39435948	373	4.441887122646298	195	3.929210076018226
8	ENSG00000105339.10	DENND3	141117277	141195808	535	1.62077504863659	272	1.288424277410951
19	ENSG00000105355.8	PLIN3	4838410	4867768	483	1.0961812439015362	236	1.0032216586905796
19	ENSG00000105357.15	MYH14	50188185	50310545	534	1.4347830908349568	268	1.0748576477070826
19	ENSG00000105398.3	SULT2A1	47870465	47886397	37	2.027300298332108	21	1.0151808229699126
19	ENSG00000105499.13	PLA2G4C	48047842	48110817	534	1.9525451751985328	268	1.369731369937804
19	ENSG00000105643.9	ARRDC2	18001131	18014102	376	1.051389834076374	194	1.102470393173705
19	ENSG00000105650.21	PDE4C	18207960	18255419	405	2.257449513768195	200	1.6361006323528893
7	ENSG00000105854.12	PON2	95404862	95435329	382	1.4965607107107983	188	0.8850719009522031
7	ENSG00000105875.13	WDR91	135183838	135211534	418	1.3056359378351778	211	1.0998962931571634
7	ENSG00000105877.17	DNAH11	21543214	21900120	533	2.012542588647793	269	2.2427512470626514
7	ENSG00000105889.14	STEAP1B	22419443	22632925	486	2.356258301407949	249	2.254451222614651
7	ENSG00000105928.13	DFNA5	24698352	24758113	408	1.966571237855441	203	1.7937636560520152
7	ENSG00000105963.13	ADAP1	897900	955407	378	0.8099649363962054	199	0.8875362755864774
7	ENSG00000105971.14	CAV2	116287379	116508541	444	1.748717782812161	217	1.5614445848904202
7	ENSG00000105974.11	CAV1	116524784	116561184	444	2.273108400261473	220	1.857613346719544
7	ENSG00000105976.14	MET	116672389	116798386	368	0.8768115082148846	197	0.9722006792655072
7	ENSG00000106018.13	VIPR2	159030195	159144957	418	1.2534164176166909	217	1.1062247832899972
7	ENSG00000106034.17	CPED1	120988676	121297444	493	1.8964685621327864	251	1.7048418451023992
7	ENSG00000106066.14	CPVL	28995230	29195451	520	1.45626916923466	256	1.3459264600702199
7	ENSG00000106069.21	CHN2	29122273	29514224	545	1.146901371788768	275	1.0014966398430152
7	ENSG00000106263.17	EIF3B	2354085	2380745	352	2.116126407892946	165	1.8476352965228475
7	ENSG00000106366.8	SERPINE1	101127088	101139266	417	2.5323563696344573	206	2.4263622079312235
7	ENSG00000106483.11	SFRP4	37905931	38025695	519	3.4655855467696712	258	2.7581903888911183
7	ENSG00000106538.9	RARRES2	150338318	150341674	325	4.025228550813985	167	3.826276675647333
7	ENSG00000106541.11	AGR2	16791810	16833433	286	1.5198698669366637	145	1.3136375756513852
7	ENSG00000106565.17	TMEM176B	150791284	150801360	490	4.86864129696052	258	4.340755559622924
7	ENSG00000106603.18	COA1	43608455	43729717	434	1.7264402436204056	223	1.9686247482352528
7	ENSG00000106617.13	PRKAG2	151556110	151877041	543	0.993729288525246	277	1.0355588935108702
7	ENSG00000106624.10	AEBP1	44104360	44114562	405	4.5031037783080725	212	3.979549266850905
9	ENSG00000106688.11	SLC1A1	4490443	4587469	529	0.8518821988226155	271	0.8103599085474837
9	ENSG00000106733.20	NMRK1	75060572	75088217	482	1.8098468239282048	249	1.143641779030648
9	ENSG00000106772.17	PRUNE2	76611375	76906087	534	1.775416041074152	271	1.6122858616251292
9	ENSG00000106809.10	OGN	92383966	92404696	281	2.8320812726204196	147	3.0311542300574987
9	ENSG00000106853.18	PTGR1	111549721	111599855	497	1.7420244166563383	246	1.9177250149776888
9	ENSG00000107104.18	KANK1	470290	746106	536	3.0006270064195784	270	2.4751437866706265
9	ENSG00000107147.12	KCNT1	135702184	135795508	408	1.0214149871035103	199	1.119187491208267
9	ENSG00000107281.9	NPDC1	137039469	137046203	437	0.9423697102283116	195	0.9572862020484232
9	ENSG00000107317.12	PTGDS	136975091	136981742	358	3.3456007332605444	149	2.978838141640909
10	ENSG00000107438.8	PDLIM1	95237571	95291024	479	3.7864447104696075	228	3.6105992181180535
10	ENSG00000107521.18	HPS1	98416197	98446947	495	1.0472460155688867	245	0.7732640141194022
10	ENSG00000107537.13	PHYH	13277795	13302412	439	1.232203476601588	223	1.141744175881241
10	ENSG00000107551.20	RASSF4	44959791	44995891	406	2.1420914710557715	209	1.8749436444295948
10	ENSG00000107554.16	DNMBP	99875576	100009919	457	1.2747079652477151	218	0.9159234166882302
10	ENSG00000107562.16	CXCL12	44370164	44386493	457	2.2936551606415634	234	2.285646115413713
10	ENSG00000107736.19	CDH23	71396933	71815947	533	2.531276084051451	263	2.539042090380605
10	ENSG00000107742.12	SPOCK2	72059034	72089032	398	2.9532186561524685	204	3.2334103856051755
10	ENSG00000107798.17	LIPA	89213568	89414557	541	1.8749992340682933	268	1.4434498004954843
10	ENSG00000107957.16	SH3PXD2A	103594026	103855543	523	0.8444134322980246	260	0.8306417187826641
10	ENSG00000107959.15	PITRM1	3137727	3172841	498	3.402246179324956	255	2.9816113541709024
10	ENSG00000107968.9	MAP3K8	30433936	30461833	344	1.4253562719795003	181	0.9528081650710704
19	ENSG00000108107.14	RPL28	55385344	55403250	514	2.22012097284168	256	1.5002744240503632
17	ENSG00000108244.16	KRT23	40922695	40937634	340	3.164958031261662	175	3.273071038908009
17	ENSG00000108405.3	P2RX1	3896591	3916500	469	3.4834905550496926	237	3.3850128534112702
17	ENSG00000108515.17	ENO3	4948091	4957131	333	1.6121577261847355	153	1.9744152284338101
17	ENSG00000108551.4	RASD1	17494436	17496395	369	3.4747036692592723	196	2.7623577757791544
17	ENSG00000108556.7	CHRNE	4898061	4903074	314	3.480229716105678	143	1.896758005183505
17	ENSG00000108691.9	CCL2	34255217	34257203	355	1.7625199654369268	164	1.2618507398533938
17	ENSG00000108846.15	ABCC3	50634776	50692252	493	1.2913717822109263	251	1.12762555483934
17	ENSG00000108946.14	PRKAR1A	68511779	68551319	478	2.7003413941587877	226	2.3098044534211444
17	ENSG00000108950.11	FAM20A	68535112	68601389	517	1.3293384150974703	263	1.0366436577221758
17	ENSG00000109063.14	MYH3	10628526	10657309	262	1.8546717076641568	133	1.510332186114232
17	ENSG00000109099.13	PMP22	15229776	15265326	442	0.8225069227217547	240	0.9446217537218472
4	ENSG00000109610.5	SOD3	24789911	24800842	329	3.3900783467186164	181	2.99031498976659
4	ENSG00000109667.11	SLC2A9	9771152	10054936	492	1.0148906687596178	249	1.117193935135791
4	ENSG00000109790.16	KLHL5	39045038	39126857	363	1.5229535371282759	172	0.9331353936116968
11	ENSG00000109846.7	CRYAB	111908564	111923722	278	1.7733575397921304	156	1.4132063418051541
11	ENSG00000109971.13	HSPA8	123057488	123063230	370	2.381263965110393	188	1.7608050299175555
11	ENSG00000110042.7	DTX4	59171429	59208509	366	1.1251979963880558	183	1.0408854019309566
11	ENSG00000110080.18	ST3GAL4	126355639	126440344	500	1.0566532654334315	254	1.2855646578837594
11	ENSG00000110203.8	FOLR3	72114868	72139892	83	1.9704386651147128	20	1.4385352384583057
11	ENSG00000110315.6	RNF141	10511677	10541230	409	1.4791903008759202	213	1.0195976661153316
11	ENSG00000110328.5	GALNT18	11270875	11622005	537	2.6952391853625155	271	2.122602377219994
11	ENSG00000110395.6	CBL	119206275	119313926	467	1.5236831850001669	237	1.1342678596755085
11	ENSG00000110455.13	ACCS	44065924	44084214	454	1.3533312999143248	223	0.9350240327927382
11	ENSG00000110628.13	SLC22A18	2899790	2925246	506	2.9168730181998006	253	2.6996740176668133
11	ENSG00000110665.11	C11orf21	2295644	2303049	379	1.1509522578915858	190	1.1439201773874357
12	ENSG00000111144.9	LTA4H	96000827	96043520	346	1.3697281042690437	178	0.7614852930892275
12	ENSG00000111341.9	MGP	14881180	14885926	294	5.635830121213533	143	4.659910367345512
12	ENSG00000111450.13	STX2	130789599	130839266	339	3.5848100415305604	171	2.8692475938547526
12	ENSG00000111452.12	ADGRD1	130953906	131141469	544	2.1003197639052438	276	1.7582666730220038
12	ENSG00000111788.10	RP11-22B23.1	9277234	9313241	407	3.117794423255108	207	3.1103647793859004
6	ENSG00000111816.7	FRK	115931148	116060758	336	0.7666558898657937	181	1.025576265953053
6	ENSG00000111859.16	NEDD9	11183297	11382348	541	1.5925698141805062	276	0.9231472543854792
6	ENSG00000111906.17	HDDC2	125221844	125302078	406	1.2639632172667303	204	0.9413935610111516
6	ENSG00000111907.20	TPD52L1	125119048	125264407	414	1.4326109386885042	201	1.0666667109784511
6	ENSG00000111913.17	FAM65B	24804281	24936052	510	1.2033129825312407	257	0.7992023490069623
6	ENSG00000112096.16	SOD2	159669056	159762494	455	4.354643821654533	230	4.344750815313412
6	ENSG00000112137.17	PHACTR1	12716804	13290017	509	1.5505581407197917	241	1.2923423121324384
6	ENSG00000112139.14	MDGA1	37630678	37699306	478	4.283386710015182	255	3.6789009796811967
6	ENSG00000112297.14	AIM1	106360807	106571970	509	2.39393587983461	252	1.7730374926713577
6	ENSG00000112306.7	RPS12	132814440	132817564	324	2.5134540999257404	164	1.7035619863656741
6	ENSG00000112378.11	PERP	138088504	138107511	495	2.825804193084468	246	2.694065993696241
6	ENSG00000112562.18	SMOC2	168441150	168673445	460	1.2920134542999206	235	1.7678108949492786
6	ENSG00000112619.7	PRPH2	42696599	42722574	439	1.7625666523361996	204	1.5224682489363968
6	ENSG00000112697.15	TMEM30A	75252923	75284968	154	1.2981760063753942	80	1.1915784960900764
6	ENSG00000112715.21	VEGFA	43770212	43786487	529	3.6164566472894375	264	3.2495513491586543
6	ENSG00000112769.18	LAMA4	112108759	112254939	521	1.2701547283201216	270	1.133650371337035
6	ENSG00000112796.9	ENPP5	46159186	46170971	389	1.5652568943970135	198	1.7944190288071349
5	ENSG00000112874.9	NUDT12	103548854	103562793	433	1.0100067217560755	217	1.1972687436100815
5	ENSG00000112936.18	C7	40909251	40982939	483	4.365072755936104	251	3.9612327979489033
5	ENSG00000113140.10	SPARC	151661095	151685230	440	4.848730384659526	216	4.133717463810339
5	ENSG00000113231.13	PDE8B	77210448	77429807	517	2.3144726263114817	262	2.2755489301490988
5	ENSG00000113296.14	THBS4	79991310	80083287	400	1.6787444097962685	202	1.3831126032073502
5	ENSG00000113389.15	NPR3	32689069	32791724	452	2.1843564484144102	218	1.4898901573605678
5	ENSG00000113504.20	SLC12A7	1050375	1112035	460	3.0635417575960733	249	2.439586129878652
5	ENSG00000113578.17	FGF1	142592177	142698070	479	1.3408850224642197	241	1.1830391896458086
5	ENSG00000113594.9	LIFR	38474962	38606306	401	0.9101913582920216	205	0.9968239919460256
5	ENSG00000113721.13	PDGFRB	150113836	150155872	478	1.8022676092017933	238	1.1812021623771256
3	ENSG00000113916.17	BCL6	187721376	187737944	396	1.4477890762077257	202	1.187503302321624
3	ENSG00000114166.7	KAT2B	20040022	20154404	501	1.2560221820986512	250	1.1356016344866111
3	ENSG00000114251.14	WNT5A	55465714	55490539	412	0.8436030307887584	214	1.1954251743201108
3	ENSG00000114770.16	ABCC5	183919933	184018015	395	2.5037324067805176	198	1.9607198654187368
3	ENSG00000114796.15	KLHL24	183635567	183684477	290	3.0668142852499454	147	2.672758957686373
2	ENSG00000115107.19	STEAP3	119223830	119265652	417	2.4800116227487794	210	2.3950026215987497
2	ENSG00000115183.14	TANC1	158968670	159232659	515	0.942499028302864	258	0.7416960584425268
2	ENSG00000115306.15	SPTBN1	54456284	54671445	480	2.2001853300224274	241	2.5220024401070242
2	ENSG00000115380.19	EFEMP1	55865966	55924139	403	1.1538581098386822	221	1.3089108849980586
2	ENSG00000115414.18	FN1	215360439	215436172	498	3.972047128857605	250	3.5327284137408914
2	ENSG00000115468.11	EFHD1	232606056	232682781	448	1.4974960500664944	227	1.106358474861686
2	ENSG00000115523.16	GNLY	85694290	85698854	351	3.0575934024873264	171	3.40841241150079
2	ENSG00000115593.14	SMYD1	88067779	88113387	364	0.8765942387506854	186	1.222558732587883
2	ENSG00000115594.11	IL1R1	102064543	102179874	471	1.8736571874870864	233	1.2534060066972872
2	ENSG00000115641.18	FHL2	105357711	105438513	496	1.4540123702839438	259	1.523714655388403
2	ENSG00000115648.13	MLPH	237485427	237555318	409	2.9557217063039483	194	2.7318757036444965
2	ENSG00000115649.15	CNPPD1	219171896	219177922	313	1.3091950957627423	152	0.7799839254763609
2	ENSG00000115687.13	PASK	241106098	241149504	438	1.6191915044439018	221	0.8321316538799087
2	ENSG00000115705.20	TPO	1374222	1543711	523	3.9467654766868416	265	2.836403591486018
2	ENSG00000115756.12	HPCAL1	10302888	10427617	533	1.6303179078240453	272	1.7484417386851032
2	ENSG00000115956.9	PLEK	68365172	68397453	410	1.1716482908355477	210	0.9211020639724918
2	ENSG00000116106.11	EPHA4	221418026	221572358	518	1.0440678906146483	261	0.8998352180688604
1	ENSG00000116133.11	DHCR24	54849632	54887218	352	4.3691811239864204	172	3.6515739530139117
16	ENSG00000116176.6	TPSG1	1221772	1225257	403	1.839924990856423	208	1.4448674626215936
1	ENSG00000116285.12	ERRFI1	8004403	8026308	346	1.9795595340267518	186	1.8598664548284751
1	ENSG00000116299.16	KIAA1324	109113857	109203231	444	2.0109130915368163	211	1.1311072558577298
1	ENSG00000116574.5	RHOU	228735076	228746669	335	1.6187452202596588	175	1.2786013481626908
1	ENSG00000116679.15	IVNS1ABP	185296387	185317329	359	0.8813826398669683	179	1.3042496355318198
1	ENSG00000116688.16	MFN2	11980180	12013514	389	2.0889734879164417	184	2.068453885658427
1	ENSG00000116729.13	WLS	68098472	68233120	526	1.7749497754388437	268	1.7137507125403129
1	ENSG00000116791.13	CRYZ	74705481	74733151	450	3.2167930155796296	219	2.5316101346634983
1	ENSG00000116962.14	NID1	235975829	236065162	517	1.4982185655913005	257	1.2604445137413989
1	ENSG00000117054.13	ACADM	75724346	75786196	391	1.7758342094018111	189	1.3636206711085077
1	ENSG00000117122.13	MFAP2	16974501	16980835	342	1.3114381067483434	177	1.1427452419494664
1	ENSG00000117226.11	GBP3	89006665	89022894	432	2.3955572510373973	207	2.283198879022105
1	ENSG00000117395.12	EBNA1BP2	43164174	43270936	386	0.8306096632397179	176	0.8174016137139714
1	ENSG00000117525.13	F3	94529224	94541800	393	3.65050942333742	199	3.932095109472857
1	ENSG00000117592.8	PRDX6	173477265	173488807	237	3.805415952119884	111	3.8205924651452494
1	ENSG00000117834.12	SLC5A9	48222684	48248644	444	1.0440678906146483	225	0.8897424776400183
11	ENSG00000117983.17	MUC5B	1223065	1262172	178	1.039648868557491	101	0.9592924512882768
11	ENSG00000117984.13	CTSD	1752751	1764573	339	2.404351074152962	184	2.354780543476664
2	ENSG00000118257.16	NRP2	205681989	205798133	531	0.9000086037588698	265	0.7489201842979673
12	ENSG00000118308.15	LRMP	25004341	25108334	462	0.7942161922033285	236	0.975316942038802
6	ENSG00000118432.12	CNR1	88139863	88166359	484	0.8364514607205896	248	1.1517467634500396
1	ENSG00000118473.21	SGIP1	66533382	66748299	502	2.106820688278978	257	1.8241849373057093
2	ENSG00000118640.10	VAMP8	85561561	85582031	344	2.7155629837343294	176	2.950209843257772
1	ENSG00000118729.11	CASQ2	115700006	115768781	444	2.3714316410332184	223	2.3230021363869717
4	ENSG00000118785.13	SPP1	87975649	87983426	314	4.430270201779172	156	4.030525662630833
3	ENSG00000118849.9	RARRES1	158696891	158732696	460	2.9370040216463487	236	2.9565518243149924
1	ENSG00000118873.15	RAB3GAP2	220148292	220272454	269	1.1603013127909128	143	1.2059699146430036
9	ENSG00000119139.17	TJP2	69121263	69255208	510	2.2305016625937157	260	2.274388828012313
2	ENSG00000119147.9	C2orf40	106063245	106078159	299	3.4334212934491166	146	2.787212242441878
12	ENSG00000119242.8	CCDC92	123918659	123972831	382	1.3251385160668645	192	0.8828825681297898
1	ENSG00000119280.16	C1orf198	230837118	230869589	478	1.0564097200002232	238	1.0981914926735192
9	ENSG00000119321.8	FKBP15	113161005	113221361	481	0.9835612809089586	243	0.9764652842878464
9	ENSG00000119383.19	PTPA	129110949	129148946	266	2.9890938039264046	145	2.585322869685486
14	ENSG00000119681.11	LTBP2	74498169	74612378	487	1.5875713077759217	244	1.562688354840148
6	ENSG00000119900.7	OGFRL1	71288802	71308950	367	2.5470471296595933	174	2.274971101498592
10	ENSG00000119927.13	GPAM	112149863	112215377	357	1.0341529419653963	166	0.9585068717666472
10	ENSG00000119943.12	PYROXD2	98383564	98415184	359	3.02970436859559	163	1.9213381949082595
10	ENSG00000120008.15	WDR11	120851345	120909524	467	0.7758370367748103	237	0.828611132131146
17	ENSG00000120071.13	KANSL1	46029915	46225389	416	0.8790928375889784	205	0.868326174778817
11	ENSG00000120451.10	SNX19	130875435	130916509	457	3.77431280394825	226	3.1839876122467348
11	ENSG00000120457.11	KCNJ5	128891355	128921035	459	1.1066177518463474	229	1.2904330872855103
13	ENSG00000120675.5	DNAJC15	43023202	43114224	385	2.970692639658937	193	2.477544952463499
8	ENSG00000120885.21	CLU	27596916	27615031	388	4.084486042107967	209	3.9230697374356436
8	ENSG00000120899.17	PTK2B	27311481	27459391	486	1.9370695053605056	245	1.821570185804948
8	ENSG00000120907.17	ADRA1A	26748149	26867273	458	2.49315495439038	225	2.6751482595021803
17	ENSG00000121057.12	AKAP1	57085091	57121349	499	1.9646413994034198	245	1.6602923132379404
17	ENSG00000121064.12	SCPEP1	56978104	57006768	411	1.4852067129579565	204	1.199648977866816
3	ENSG00000121440.14	PDZRN3	73382432	73624409	533	1.603016144908063	270	1.8409832630583831
3	ENSG00000121577.13	POPDC2	119636456	119665324	423	2.2769437039795197	207	1.8696159288402068
11	ENSG00000121691.4	CAT	34438924	34472062	405	1.7544229585112625	202	1.8395343052740445
7	ENSG00000121716.20	PILRB	100352175	100367733	257	3.4658037430860555	131	2.803395402386536
10	ENSG00000121898.12	CPXM2	123706206	123940267	514	2.0502551405356284	256	2.400637547267866
2	ENSG00000122085.16	MTERF4	241072168	241102332	394	2.290826547710188	197	2.476505708919696
1	ENSG00000122176.10	FMOD	203340627	203351489	381	2.553239313273888	202	2.067745156307392
10	ENSG00000122359.17	ANXA11	80150888	80205572	470	2.127297126180819	228	1.93533710614644
10	ENSG00000122367.19	LDB3	86668448	86736068	507	2.292210647235865	258	2.1200592716605517
10	ENSG00000122378.13	FAM213A	80407828	80437115	416	2.610621832526024	204	1.5547501760433549
